record_id,farm_id,animal_id,drug_name,drug_class,dose_mg,treatment_days,days_after_treatment,residue_mg_per_kg,mrl_limit_mg_per_kg,violation_flag,test_date
3008,38,1488,Enrofloxacin,Fluoroquinolone,340,3,10,0.0375,0.002,1,2025-01-17
3009,30,1192,Penicillin,Beta-lactam,588,5,2,0.224,0.005,1,2025-08-07
3010,3,103,Enrofloxacin,Fluoroquinolone,600,7,7,0.106,0.002,1,2025-05-31
3011,12,455,Gentamicin,Aminoglycoside,617,5,5,0.0957,0.01,1,2025-08-23
3012,3,105,Gentamicin,Aminoglycoside,484,1,9,0.0674,0.01,1,2025-11-30
3013,50,1973,Enrofloxacin,Fluoroquinolone,525,3,7,0.1012,0.002,1,2025-03-09
3014,35,1392,Gentamicin,Aminoglycoside,339,4,9,0.0537,0.01,1,2025-02-04
3015,19,754,Enrofloxacin,Fluoroquinolone,189,5,6,0.0415,0.002,1,2025-11-08
3016,30,1170,Oxytetracycline,Tetracycline,161,2,8,0.0196,0.01,1,2025-12-23
3017,9,342,Sulfonamide,Sulfonamide,212,1,9,0.019,0.1,0,2025-01-21
3018,36,1429,Gentamicin,Aminoglycoside,765,7,9,0.0752,0.01,1,2025-05-29
3019,50,2000,Penicillin,Beta-lactam,472,4,7,0.036,0.005,1,2025-01-19
3020,12,467,Penicillin,Beta-lactam,554,3,7,0.0864,0.005,1,2025-05-06
3021,11,433,Oxytetracycline,Tetracycline,505,4,8,0.0736,0.01,1,2025-01-12
3022,42,1675,Gentamicin,Aminoglycoside,582,6,2,0.305,0.01,1,2025-03-11
3023,10,375,Penicillin,Beta-lactam,530,4,8,0.0935,0.005,1,2025-11-25
3024,15,576,Oxytetracycline,Tetracycline,729,1,9,0.0771,0.01,1,2025-11-28
3025,26,1039,Gentamicin,Aminoglycoside,436,2,9,0.061,0.01,1,2025-12-13
3026,31,1225,Oxytetracycline,Tetracycline,496,4,4,0.133,0.01,1,2025-04-15
3027,16,624,Penicillin,Beta-lactam,627,6,10,0.0858,0.005,1,2025-09-15
3028,39,1549,Gentamicin,Aminoglycoside,509,1,6,0.1102,0.01,1,2025-11-23
3029,17,661,Oxytetracycline,Tetracycline,786,6,5,0.1684,0.01,1,2025-03-13
3030,43,1697,Oxytetracycline,Tetracycline,566,1,5,0.1299,0.01,1,2025-10-15
3031,22,866,Oxytetracycline,Tetracycline,658,7,7,0.1112,0.01,1,2025-08-15
3032,2,61,Gentamicin,Aminoglycoside,500,2,3,0.2232,0.01,1,2025-02-05
3033,21,824,Penicillin,Beta-lactam,691,6,1,0.6734,0.005,1,2025-10-25
3034,30,1191,Penicillin,Beta-lactam,621,7,10,0.036,0.005,1,2025-10-18
3035,42,1672,Sulfonamide,Sulfonamide,263,4,2,0.1396,0.1,1,2025-08-03
3036,36,1439,Enrofloxacin,Fluoroquinolone,308,7,4,0.0742,0.002,1,2025-08-23
3037,38,1511,Oxytetracycline,Tetracycline,646,4,5,0.1435,0.01,1,2025-03-29
3038,21,830,Sulfonamide,Sulfonamide,398,2,1,0.2811,0.1,1,2025-12-23
3039,31,1212,Sulfonamide,Sulfonamide,780,2,2,0.4581,0.1,1,2025-05-02
3040,50,1962,Enrofloxacin,Fluoroquinolone,409,6,10,0.0488,0.002,1,2025-02-27
3041,15,579,Enrofloxacin,Fluoroquinolone,679,5,7,0.0921,0.002,1,2025-07-14
3042,31,1227,Penicillin,Beta-lactam,165,5,6,0.0363,0.005,1,2025-08-13
3043,10,389,Oxytetracycline,Tetracycline,476,3,10,0.0491,0.01,1,2025-05-20
3044,12,476,Sulfonamide,Sulfonamide,624,6,5,0.1446,0.1,1,2025-05-06
3045,42,1663,Oxytetracycline,Tetracycline,250,7,2,0.1207,0.01,1,2025-10-03
3046,6,229,Gentamicin,Aminoglycoside,582,5,1,0.5159,0.01,1,2025-07-12
3047,49,1954,Enrofloxacin,Fluoroquinolone,779,2,2,0.3286,0.002,1,2025-11-27
3048,28,1081,Sulfonamide,Sulfonamide,153,1,7,0.0251,0.1,0,2025-05-10
3049,46,1808,Sulfonamide,Sulfonamide,773,2,9,0.0509,0.1,0,2025-01-01
3050,11,410,Gentamicin,Aminoglycoside,147,1,8,0.0102,0.01,1,2025-11-03
3051,8,320,Gentamicin,Aminoglycoside,745,3,1,0.705,0.01,1,2025-01-25
3052,11,417,Oxytetracycline,Tetracycline,625,6,9,0.0369,0.01,1,2025-11-24
3053,46,1840,Oxytetracycline,Tetracycline,565,2,7,0.0525,0.01,1,2025-03-26
3054,31,1231,Gentamicin,Aminoglycoside,663,2,5,0.1767,0.01,1,2025-09-27
3055,17,669,Oxytetracycline,Tetracycline,776,7,1,0.7431,0.01,1,2025-09-22
3056,26,1040,Sulfonamide,Sulfonamide,447,5,3,0.1701,0.1,1,2025-08-28
3057,33,1293,Enrofloxacin,Fluoroquinolone,190,1,7,0.0282,0.002,1,2025-08-05
3058,48,1920,Sulfonamide,Sulfonamide,215,6,10,0.0298,0.1,0,2025-07-17
3059,44,1759,Oxytetracycline,Tetracycline,275,7,8,0.0311,0.01,1,2025-03-09
3060,1,32,Sulfonamide,Sulfonamide,133,5,3,0.0594,0.1,0,2025-05-03
3061,32,1280,Oxytetracycline,Tetracycline,567,1,3,0.2824,0.01,1,2025-08-04
3062,10,399,Enrofloxacin,Fluoroquinolone,387,3,4,0.0799,0.002,1,2025-11-01
3063,20,782,Penicillin,Beta-lactam,757,3,6,0.189,0.005,1,2025-12-15
3064,43,1683,Gentamicin,Aminoglycoside,106,1,3,0.0181,0.01,1,2025-06-01
3065,42,1660,Penicillin,Beta-lactam,405,2,6,0.0483,0.005,1,2025-11-02
3066,1,39,Sulfonamide,Sulfonamide,192,2,4,0.046,0.1,0,2025-05-08
3067,1,19,Penicillin,Beta-lactam,664,3,10,0.0632,0.005,1,2025-12-27
3068,4,121,Penicillin,Beta-lactam,724,4,8,0.0453,0.005,1,2025-05-31
3069,13,497,Gentamicin,Aminoglycoside,425,2,5,0.0461,0.01,1,2025-07-01
3070,12,456,Gentamicin,Aminoglycoside,361,5,2,0.2166,0.01,1,2025-08-14
3071,41,1618,Enrofloxacin,Fluoroquinolone,385,6,1,0.5663,0.002,1,2025-07-24
3072,43,1694,Enrofloxacin,Fluoroquinolone,622,5,3,0.1283,0.002,1,2025-10-19
3073,24,926,Gentamicin,Aminoglycoside,354,5,6,0.0458,0.01,1,2025-12-31
3074,21,820,Gentamicin,Aminoglycoside,255,2,3,0.0621,0.01,1,2025-01-20
3075,20,781,Gentamicin,Aminoglycoside,574,5,10,0.0844,0.01,1,2025-07-28
3076,15,582,Sulfonamide,Sulfonamide,175,2,6,0.0315,0.1,0,2025-10-18
3077,42,1673,Gentamicin,Aminoglycoside,782,2,3,0.3254,0.01,1,2025-05-12
3078,10,381,Sulfonamide,Sulfonamide,637,4,3,0.1414,0.1,1,2025-07-30
3079,29,1155,Sulfonamide,Sulfonamide,231,1,7,0.0303,0.1,0,2025-02-07
3080,50,1980,Gentamicin,Aminoglycoside,682,5,7,0.066,0.01,1,2025-06-26
3081,20,773,Sulfonamide,Sulfonamide,704,5,3,0.2553,0.1,1,2025-11-05
3082,41,1621,Sulfonamide,Sulfonamide,353,2,6,0.0736,0.1,0,2025-09-02
3083,45,1772,Gentamicin,Aminoglycoside,669,5,8,0.1012,0.01,1,2025-08-19
3084,32,1252,Penicillin,Beta-lactam,481,7,7,0.0352,0.005,1,2025-03-04
3085,13,506,Enrofloxacin,Fluoroquinolone,637,2,1,0.6518,0.002,1,2025-05-09
3086,46,1834,Sulfonamide,Sulfonamide,352,1,6,0.0411,0.1,0,2025-09-28
3087,39,1528,Penicillin,Beta-lactam,713,1,3,0.3544,0.005,1,2025-07-26
3088,1,21,Oxytetracycline,Tetracycline,104,1,5,0.0166,0.01,1,2025-12-01
3089,34,1349,Gentamicin,Aminoglycoside,508,2,10,0.0622,0.01,1,2025-02-04
3090,49,1960,Enrofloxacin,Fluoroquinolone,767,6,4,0.2594,0.002,1,2025-05-26
3091,38,1498,Sulfonamide,Sulfonamide,172,2,5,0.0213,0.1,0,2025-04-15
3092,27,1058,Sulfonamide,Sulfonamide,607,3,3,0.2835,0.1,1,2025-10-06
3093,25,963,Penicillin,Beta-lactam,133,5,10,0.0138,0.005,1,2025-11-26
3094,17,671,Gentamicin,Aminoglycoside,404,2,3,0.1073,0.01,1,2025-01-06
3095,17,675,Sulfonamide,Sulfonamide,764,2,1,0.7782,0.1,1,2025-04-30
3096,18,690,Penicillin,Beta-lactam,131,5,8,0.0245,0.005,1,2025-08-08
3097,32,1247,Oxytetracycline,Tetracycline,737,3,9,0.1151,0.01,1,2025-07-25
3098,7,257,Sulfonamide,Sulfonamide,658,7,1,0.7561,0.1,1,2025-07-09
3099,21,824,Sulfonamide,Sulfonamide,234,1,2,0.1139,0.1,1,2025-07-06
3100,13,504,Oxytetracycline,Tetracycline,559,5,7,0.0726,0.01,1,2025-09-27
3101,23,882,Sulfonamide,Sulfonamide,441,4,3,0.1849,0.1,1,2025-11-30
3102,47,1875,Enrofloxacin,Fluoroquinolone,106,3,4,0.0343,0.002,1,2025-06-07
3103,26,1006,Enrofloxacin,Fluoroquinolone,223,6,3,0.0608,0.002,1,2025-02-07
3104,34,1345,Penicillin,Beta-lactam,593,6,10,0.0484,0.005,1,2025-07-27
3105,5,199,Oxytetracycline,Tetracycline,153,4,8,0.019,0.01,1,2025-11-25
3106,9,348,Oxytetracycline,Tetracycline,608,3,1,0.4413,0.01,1,2025-02-14
3107,39,1552,Sulfonamide,Sulfonamide,779,2,1,0.5037,0.1,1,2025-06-20
3108,43,1707,Sulfonamide,Sulfonamide,697,5,2,0.3801,0.1,1,2025-09-22
3109,25,992,Penicillin,Beta-lactam,315,4,1,0.2173,0.005,1,2025-04-05
3110,42,1660,Enrofloxacin,Fluoroquinolone,417,3,8,0.041,0.002,1,2025-11-08
3111,1,1,Enrofloxacin,Fluoroquinolone,605,4,1,0.5711,0.002,1,2025-10-01
3112,22,852,Penicillin,Beta-lactam,330,3,2,0.2348,0.005,1,2025-01-03
3113,36,1417,Gentamicin,Aminoglycoside,523,3,2,0.334,0.01,1,2025-11-08
3114,4,147,Gentamicin,Aminoglycoside,744,1,9,0.1119,0.01,1,2025-07-02
3115,5,184,Gentamicin,Aminoglycoside,344,6,3,0.1564,0.01,1,2025-10-31
3116,18,711,Oxytetracycline,Tetracycline,374,3,7,0.037,0.01,1,2025-05-11
3117,2,76,Sulfonamide,Sulfonamide,175,5,6,0.0294,0.1,0,2025-06-26
3118,18,710,Sulfonamide,Sulfonamide,180,6,2,0.0739,0.1,0,2025-08-20
3119,14,534,Enrofloxacin,Fluoroquinolone,734,4,6,0.0916,0.002,1,2025-12-08
3120,6,240,Gentamicin,Aminoglycoside,148,6,8,0.0244,0.01,1,2025-01-02
3121,3,104,Enrofloxacin,Fluoroquinolone,111,5,4,0.0386,0.002,1,2025-01-07
3122,37,1469,Enrofloxacin,Fluoroquinolone,426,3,2,0.2214,0.002,1,2025-01-10
3123,39,1559,Penicillin,Beta-lactam,718,7,9,0.0518,0.005,1,2025-02-11
3124,42,1648,Sulfonamide,Sulfonamide,124,6,4,0.0337,0.1,0,2025-07-21
3125,40,1575,Penicillin,Beta-lactam,140,2,9,0.0136,0.005,1,2025-10-06
3126,29,1136,Gentamicin,Aminoglycoside,800,3,1,0.9281,0.01,1,2025-10-01
3127,28,1107,Oxytetracycline,Tetracycline,255,4,6,0.0279,0.01,1,2025-12-24
3128,18,693,Oxytetracycline,Tetracycline,491,3,7,0.0848,0.01,1,2025-04-16
3129,45,1776,Penicillin,Beta-lactam,342,3,7,0.0309,0.005,1,2025-01-29
3130,48,1910,Penicillin,Beta-lactam,719,4,5,0.1098,0.005,1,2025-01-11
3131,26,1031,Sulfonamide,Sulfonamide,154,7,7,0.0217,0.1,0,2025-09-16
3132,37,1475,Sulfonamide,Sulfonamide,671,4,1,0.7358,0.1,1,2025-01-22
3133,35,1392,Oxytetracycline,Tetracycline,713,6,10,0.0423,0.01,1,2025-12-21
3134,33,1289,Enrofloxacin,Fluoroquinolone,327,1,2,0.1144,0.002,1,2025-03-16
3135,42,1661,Gentamicin,Aminoglycoside,487,1,2,0.2034,0.01,1,2025-05-22
3136,29,1134,Enrofloxacin,Fluoroquinolone,674,1,6,0.0745,0.002,1,2025-07-24
3137,13,494,Penicillin,Beta-lactam,773,1,2,0.4228,0.005,1,2025-07-26
3138,2,67,Enrofloxacin,Fluoroquinolone,565,7,3,0.1218,0.002,1,2025-06-10
3139,12,463,Sulfonamide,Sulfonamide,581,6,1,0.5671,0.1,1,2025-05-20
3140,19,745,Enrofloxacin,Fluoroquinolone,403,4,1,0.5495,0.002,1,2025-12-14
3141,46,1827,Penicillin,Beta-lactam,755,2,2,0.3563,0.005,1,2025-02-02
3142,15,593,Gentamicin,Aminoglycoside,175,7,10,0.0188,0.01,1,2025-05-05
3143,30,1181,Enrofloxacin,Fluoroquinolone,531,7,8,0.0865,0.002,1,2025-07-28
3144,7,271,Gentamicin,Aminoglycoside,284,2,6,0.0569,0.01,1,2025-10-23
3145,20,770,Oxytetracycline,Tetracycline,472,2,1,0.3011,0.01,1,2025-07-16
3146,4,151,Sulfonamide,Sulfonamide,408,1,3,0.1189,0.1,1,2025-10-12
3147,47,1858,Gentamicin,Aminoglycoside,106,2,7,0.0154,0.01,1,2025-01-25
3148,17,678,Oxytetracycline,Tetracycline,502,2,1,0.4499,0.01,1,2025-05-03
3149,23,889,Oxytetracycline,Tetracycline,479,1,3,0.1965,0.01,1,2025-11-25
3150,5,180,Gentamicin,Aminoglycoside,372,7,1,0.4181,0.01,1,2025-10-28
3151,7,248,Oxytetracycline,Tetracycline,321,5,1,0.3506,0.01,1,2025-03-26
3152,4,121,Penicillin,Beta-lactam,754,1,3,0.2174,0.005,1,2025-01-12
3153,32,1246,Enrofloxacin,Fluoroquinolone,447,2,4,0.1416,0.002,1,2025-08-24
3154,39,1551,Enrofloxacin,Fluoroquinolone,682,4,10,0.0591,0.002,1,2025-02-27
3155,30,1177,Penicillin,Beta-lactam,501,1,1,0.5628,0.005,1,2025-10-01
3156,23,882,Oxytetracycline,Tetracycline,236,7,8,0.025,0.01,1,2025-09-10
3157,48,1914,Enrofloxacin,Fluoroquinolone,777,3,5,0.2038,0.002,1,2025-11-19
3158,31,1210,Penicillin,Beta-lactam,144,3,5,0.0359,0.005,1,2025-11-06
3159,15,577,Enrofloxacin,Fluoroquinolone,437,2,9,0.0287,0.002,1,2025-10-13
3160,1,34,Sulfonamide,Sulfonamide,223,6,9,0.0271,0.1,0,2025-06-28
3161,33,1289,Enrofloxacin,Fluoroquinolone,642,2,5,0.178,0.002,1,2025-05-25
3162,40,1561,Enrofloxacin,Fluoroquinolone,507,4,3,0.231,0.002,1,2025-11-02
3163,41,1627,Enrofloxacin,Fluoroquinolone,252,1,8,0.0352,0.002,1,2025-01-27
3164,17,645,Gentamicin,Aminoglycoside,489,1,4,0.1796,0.01,1,2025-07-29
3165,6,211,Gentamicin,Aminoglycoside,242,3,9,0.0248,0.01,1,2025-08-18
3166,1,22,Enrofloxacin,Fluoroquinolone,559,7,3,0.2344,0.002,1,2025-07-27
3167,1,33,Penicillin,Beta-lactam,301,3,2,0.1303,0.005,1,2025-07-06
3168,2,56,Oxytetracycline,Tetracycline,483,2,1,0.2743,0.01,1,2025-04-28
3169,35,1392,Oxytetracycline,Tetracycline,533,4,2,0.2175,0.01,1,2025-01-28
3170,18,711,Sulfonamide,Sulfonamide,550,5,1,0.4804,0.1,1,2025-04-02
3171,14,524,Enrofloxacin,Fluoroquinolone,176,2,4,0.048,0.002,1,2025-06-07
3172,23,906,Sulfonamide,Sulfonamide,371,1,7,0.0778,0.1,0,2025-07-07
3173,11,438,Oxytetracycline,Tetracycline,796,7,6,0.1585,0.01,1,2025-08-28
3174,30,1196,Oxytetracycline,Tetracycline,426,6,8,0.0332,0.01,1,2025-02-10
3175,39,1554,Sulfonamide,Sulfonamide,752,5,9,0.075,0.1,0,2025-06-03
3176,44,1736,Gentamicin,Aminoglycoside,694,2,7,0.0823,0.01,1,2025-03-05
3177,29,1135,Penicillin,Beta-lactam,299,3,10,0.0297,0.005,1,2025-11-18
3178,35,1374,Sulfonamide,Sulfonamide,571,4,9,0.0923,0.1,0,2025-07-11
3179,36,1407,Gentamicin,Aminoglycoside,150,7,3,0.0735,0.01,1,2025-12-22
3180,25,980,Gentamicin,Aminoglycoside,190,5,5,0.0283,0.01,1,2025-01-04
3181,42,1651,Oxytetracycline,Tetracycline,677,2,3,0.1186,0.01,1,2025-07-04
3182,23,886,Gentamicin,Aminoglycoside,347,2,4,0.1171,0.01,1,2025-03-15
3183,36,1414,Sulfonamide,Sulfonamide,590,2,3,0.1397,0.1,1,2025-07-27
3184,15,593,Enrofloxacin,Fluoroquinolone,140,2,9,0.0221,0.002,1,2025-06-14
3185,13,492,Penicillin,Beta-lactam,504,7,8,0.0552,0.005,1,2025-10-31
3186,34,1337,Penicillin,Beta-lactam,364,2,8,0.0443,0.005,1,2025-05-02
3187,32,1274,Penicillin,Beta-lactam,329,6,9,0.05,0.005,1,2025-11-30
3188,8,289,Oxytetracycline,Tetracycline,239,2,3,0.0416,0.01,1,2025-02-18
3189,13,515,Oxytetracycline,Tetracycline,166,4,10,0.0114,0.01,1,2025-03-31
3190,27,1058,Enrofloxacin,Fluoroquinolone,400,2,4,0.1462,0.002,1,2025-09-11
3191,34,1352,Oxytetracycline,Tetracycline,719,5,9,0.0519,0.01,1,2025-11-08
3192,1,19,Gentamicin,Aminoglycoside,439,7,6,0.0997,0.01,1,2025-06-18
3193,44,1726,Enrofloxacin,Fluoroquinolone,450,2,7,0.0358,0.002,1,2025-08-15
3194,17,663,Gentamicin,Aminoglycoside,682,6,10,0.0765,0.01,1,2025-04-14
3195,29,1129,Penicillin,Beta-lactam,227,1,1,0.2762,0.005,1,2025-07-21
3196,41,1616,Enrofloxacin,Fluoroquinolone,351,2,3,0.0801,0.002,1,2025-08-10
3197,33,1281,Penicillin,Beta-lactam,231,4,8,0.0279,0.005,1,2025-04-22
3198,11,418,Oxytetracycline,Tetracycline,524,6,9,0.0699,0.01,1,2025-01-18
3199,49,1956,Gentamicin,Aminoglycoside,511,3,8,0.0337,0.01,1,2025-08-15
3200,1,8,Penicillin,Beta-lactam,671,3,1,0.4952,0.005,1,2025-01-18
3201,18,687,Sulfonamide,Sulfonamide,420,2,10,0.0421,0.1,0,2025-06-05
3202,7,278,Enrofloxacin,Fluoroquinolone,186,6,1,0.2121,0.002,1,2025-12-29
3203,16,610,Oxytetracycline,Tetracycline,235,4,5,0.0244,0.01,1,2025-11-28
3204,45,1779,Gentamicin,Aminoglycoside,584,7,6,0.098,0.01,1,2025-08-08
3205,24,929,Gentamicin,Aminoglycoside,241,3,10,0.0344,0.01,1,2025-08-09
3206,43,1701,Penicillin,Beta-lactam,114,7,1,0.0849,0.005,1,2025-07-27
3207,10,391,Sulfonamide,Sulfonamide,778,3,7,0.1537,0.1,1,2025-05-15
3208,49,1938,Gentamicin,Aminoglycoside,172,3,10,0.0163,0.01,1,2025-06-11
3209,31,1219,Gentamicin,Aminoglycoside,761,5,4,0.115,0.01,1,2025-04-22
3210,31,1203,Sulfonamide,Sulfonamide,795,4,10,0.1064,0.1,1,2025-12-29
3211,15,569,Sulfonamide,Sulfonamide,179,3,10,0.0253,0.1,0,2025-09-17
3212,22,876,Oxytetracycline,Tetracycline,703,6,10,0.0976,0.01,1,2025-06-10
3213,1,30,Enrofloxacin,Fluoroquinolone,711,6,4,0.1143,0.002,1,2025-08-02
3214,40,1588,Gentamicin,Aminoglycoside,403,2,3,0.0849,0.01,1,2025-04-24
3215,50,1998,Sulfonamide,Sulfonamide,363,4,2,0.1145,0.1,1,2025-03-22
3216,37,1472,Sulfonamide,Sulfonamide,699,6,9,0.1014,0.1,1,2025-02-08
3217,34,1353,Oxytetracycline,Tetracycline,437,5,5,0.0929,0.01,1,2025-06-23
3218,12,467,Enrofloxacin,Fluoroquinolone,116,1,2,0.0396,0.002,1,2025-08-19
3219,23,895,Penicillin,Beta-lactam,240,2,10,0.0353,0.005,1,2025-12-27
3220,47,1875,Enrofloxacin,Fluoroquinolone,609,3,3,0.2693,0.002,1,2025-11-23
3221,9,331,Enrofloxacin,Fluoroquinolone,507,6,8,0.079,0.002,1,2025-12-23
3222,26,1007,Oxytetracycline,Tetracycline,625,7,9,0.0713,0.01,1,2025-03-07
3223,11,420,Gentamicin,Aminoglycoside,638,6,9,0.0814,0.01,1,2025-01-30
3224,17,676,Sulfonamide,Sulfonamide,397,1,7,0.058,0.1,0,2025-07-16
3225,36,1429,Oxytetracycline,Tetracycline,304,6,5,0.0654,0.01,1,2025-07-09
3226,21,821,Enrofloxacin,Fluoroquinolone,578,6,10,0.0635,0.002,1,2025-05-19
3227,21,802,Oxytetracycline,Tetracycline,795,3,9,0.082,0.01,1,2025-08-16
3228,32,1277,Enrofloxacin,Fluoroquinolone,680,7,7,0.0673,0.002,1,2025-12-14
3229,28,1110,Penicillin,Beta-lactam,103,7,10,0.014,0.005,1,2025-08-16
3230,8,316,Penicillin,Beta-lactam,504,7,2,0.1388,0.005,1,2025-10-06
3231,4,122,Sulfonamide,Sulfonamide,244,4,2,0.1079,0.1,1,2025-03-09
3232,1,16,Oxytetracycline,Tetracycline,528,3,6,0.1233,0.01,1,2025-08-19
3233,36,1402,Sulfonamide,Sulfonamide,516,3,6,0.0859,0.1,0,2025-09-25
3234,49,1940,Gentamicin,Aminoglycoside,430,3,6,0.0995,0.01,1,2025-06-30
3235,6,205,Penicillin,Beta-lactam,360,4,7,0.0398,0.005,1,2025-01-04
3236,3,108,Gentamicin,Aminoglycoside,636,4,6,0.1082,0.01,1,2025-08-01
3237,42,1656,Sulfonamide,Sulfonamide,235,3,1,0.2015,0.1,1,2025-08-01
3238,20,784,Enrofloxacin,Fluoroquinolone,361,3,2,0.118,0.002,1,2025-05-12
3239,45,1765,Enrofloxacin,Fluoroquinolone,366,1,9,0.0443,0.002,1,2025-08-30
3240,48,1911,Enrofloxacin,Fluoroquinolone,105,2,4,0.0184,0.002,1,2025-07-28
3241,47,1869,Sulfonamide,Sulfonamide,536,1,9,0.076,0.1,0,2025-06-12
3242,43,1681,Gentamicin,Aminoglycoside,142,6,2,0.0676,0.01,1,2025-05-06
3243,21,837,Penicillin,Beta-lactam,146,5,5,0.0382,0.005,1,2025-05-18
3244,8,316,Penicillin,Beta-lactam,624,6,7,0.05,0.005,1,2025-01-24
3245,41,1633,Enrofloxacin,Fluoroquinolone,149,5,10,0.0184,0.002,1,2025-04-25
3246,2,63,Sulfonamide,Sulfonamide,384,6,2,0.1368,0.1,1,2025-12-09
3247,30,1185,Oxytetracycline,Tetracycline,697,7,7,0.1133,0.01,1,2025-11-07
3248,25,975,Sulfonamide,Sulfonamide,596,7,10,0.0821,0.1,0,2025-03-11
3249,44,1722,Enrofloxacin,Fluoroquinolone,444,2,9,0.0379,0.002,1,2025-04-18
3250,19,743,Gentamicin,Aminoglycoside,724,3,9,0.0413,0.01,1,2025-06-12
3251,47,1873,Oxytetracycline,Tetracycline,575,2,6,0.1201,0.01,1,2025-07-13
3252,39,1540,Gentamicin,Aminoglycoside,406,5,1,0.4357,0.01,1,2025-09-13
3253,33,1312,Penicillin,Beta-lactam,686,3,1,0.9524,0.005,1,2025-10-27
3254,43,1697,Sulfonamide,Sulfonamide,146,2,7,0.0105,0.1,0,2025-11-12
3255,13,514,Enrofloxacin,Fluoroquinolone,250,6,1,0.3254,0.002,1,2025-02-16
3256,19,725,Sulfonamide,Sulfonamide,714,7,3,0.198,0.1,1,2025-05-24
3257,32,1251,Oxytetracycline,Tetracycline,579,2,5,0.0757,0.01,1,2025-04-27
3258,5,198,Sulfonamide,Sulfonamide,550,6,8,0.0668,0.1,0,2025-09-30
3259,23,895,Gentamicin,Aminoglycoside,471,5,6,0.1143,0.01,1,2025-02-28
3260,34,1345,Enrofloxacin,Fluoroquinolone,168,5,7,0.0297,0.002,1,2025-12-18
3261,27,1071,Penicillin,Beta-lactam,306,1,9,0.0347,0.005,1,2025-03-08
3262,43,1719,Sulfonamide,Sulfonamide,427,7,9,0.0652,0.1,0,2025-12-23
3263,27,1054,Enrofloxacin,Fluoroquinolone,208,5,7,0.0196,0.002,1,2025-11-28
3264,40,1570,Penicillin,Beta-lactam,272,4,1,0.3364,0.005,1,2025-07-04
3265,37,1480,Sulfonamide,Sulfonamide,485,6,10,0.061,0.1,0,2025-03-26
3266,24,941,Gentamicin,Aminoglycoside,592,3,9,0.0467,0.01,1,2025-08-16
3267,10,395,Oxytetracycline,Tetracycline,493,4,3,0.2208,0.01,1,2025-04-20
3268,34,1346,Oxytetracycline,Tetracycline,480,1,9,0.0759,0.01,1,2025-02-16
3269,24,960,Sulfonamide,Sulfonamide,612,2,5,0.1565,0.1,1,2025-07-15
3270,43,1687,Enrofloxacin,Fluoroquinolone,448,5,5,0.0819,0.002,1,2025-10-08
3271,31,1216,Oxytetracycline,Tetracycline,530,2,4,0.0839,0.01,1,2025-03-15
3272,12,451,Gentamicin,Aminoglycoside,221,4,10,0.0222,0.01,1,2025-10-24
3273,2,56,Penicillin,Beta-lactam,275,2,8,0.0405,0.005,1,2025-10-21
3274,3,116,Oxytetracycline,Tetracycline,538,3,5,0.1477,0.01,1,2026-01-01
3275,28,1111,Gentamicin,Aminoglycoside,156,6,9,0.0135,0.01,1,2025-08-27
3276,23,915,Sulfonamide,Sulfonamide,430,6,5,0.0491,0.1,0,2025-08-16
3277,22,862,Gentamicin,Aminoglycoside,421,3,4,0.1151,0.01,1,2025-02-09
3278,42,1677,Sulfonamide,Sulfonamide,653,5,1,0.877,0.1,1,2025-04-18
3279,24,948,Sulfonamide,Sulfonamide,167,3,10,0.0094,0.1,0,2025-09-10
3280,31,1234,Oxytetracycline,Tetracycline,671,5,5,0.1167,0.01,1,2025-11-08
3281,40,1561,Gentamicin,Aminoglycoside,271,4,9,0.0214,0.01,1,2025-05-15
3282,29,1128,Sulfonamide,Sulfonamide,553,4,4,0.1417,0.1,1,2025-03-21
3283,50,1966,Oxytetracycline,Tetracycline,590,4,2,0.192,0.01,1,2025-10-31
3284,21,818,Oxytetracycline,Tetracycline,284,1,10,0.015,0.01,1,2025-06-20
3285,38,1512,Oxytetracycline,Tetracycline,660,7,9,0.044,0.01,1,2025-10-18
3286,34,1326,Sulfonamide,Sulfonamide,635,6,7,0.1222,0.1,1,2025-02-20
3287,27,1047,Penicillin,Beta-lactam,127,6,8,0.008,0.005,1,2025-07-25
3288,20,795,Sulfonamide,Sulfonamide,137,7,2,0.0375,0.1,0,2025-10-28
3289,7,271,Penicillin,Beta-lactam,592,7,3,0.215,0.005,1,2025-03-15
3290,20,794,Sulfonamide,Sulfonamide,721,2,4,0.1397,0.1,1,2025-12-28
3291,27,1048,Gentamicin,Aminoglycoside,777,3,10,0.1089,0.01,1,2025-01-24
3292,13,497,Enrofloxacin,Fluoroquinolone,145,4,8,0.015,0.002,1,2025-09-19
3293,32,1258,Gentamicin,Aminoglycoside,631,7,4,0.2361,0.01,1,2025-04-08
3294,18,693,Enrofloxacin,Fluoroquinolone,556,1,8,0.0655,0.002,1,2025-02-21
3295,40,1569,Penicillin,Beta-lactam,773,2,2,0.3181,0.005,1,2025-06-24
3296,33,1295,Oxytetracycline,Tetracycline,797,7,6,0.1249,0.01,1,2025-01-17
3297,19,733,Penicillin,Beta-lactam,759,1,9,0.0825,0.005,1,2025-11-05
3298,35,1384,Penicillin,Beta-lactam,628,3,5,0.0959,0.005,1,2025-06-09
3299,19,753,Sulfonamide,Sulfonamide,650,2,2,0.4784,0.1,1,2025-06-09
